movie_id,title,genre,director,year,duration_min,avg_rating,user_id,user_rating
1263,Movie 1263,Action,Director 430,1996,126,4.4,725,1.9
1264,Movie 1264,Comedy,Director 318,1987,96,2.7,37,2.2
1265,Movie 1265,Horror,Director 235,2021,136,4.8,393,4.9
1266,Movie 1266,Drama,Director 7,2013,133,3.9,573,5.0
1267,Movie 1267,Drama,Director 464,1988,170,3.6,291,4.2
1268,Movie 1268,Action,Director 45,2002,131,3.9,874,3.5
1269,Movie 1269,Romance,Director 443,2014,101,2.9,303,3.1
1270,Movie 1270,Horror,Director 239,1986,162,3.0,756,4.9
1271,Movie 1271,Sci-Fi,Director 440,1994,118,4.4,917,3.8
1272,Movie 1272,Drama,Director 432,1999,178,3.7,401,4.8
1273,Movie 1273,Action,Director 155,2004,92,4.6,823,2.3
1274,Movie 1274,Sci-Fi,Director 181,1982,157,4.6,344,2.3
1275,Movie 1275,Romance,Director 215,2003,174,4.9,863,4.4
1276,Movie 1276,Horror,Director 88,2013,145,3.8,518,1.6
1277,Movie 1277,Romance,Director 256,2001,131,3.0,377,4.8
1278,Movie 1278,Drama,Director 73,1990,93,1.7,931,3.0
1279,Movie 1279,Sci-Fi,Director 419,1987,152,3.8,818,4.7
1280,Movie 1280,Sci-Fi,Director 179,2018,153,2.2,165,2.3
1281,Movie 1281,Sci-Fi,Director 212,2022,142,2.1,13,3.9
1282,Movie 1282,Drama,Director 293,2014,150,2.0,25,2.9
1283,Movie 1283,Drama,Director 234,2017,107,4.5,736,3.5
1284,Movie 1284,Romance,Director 465,1987,168,4.5,123,3.0
1285,Movie 1285,Comedy,Director 239,2016,125,3.5,129,4.9
1286,Movie 1286,Romance,Director 223,2006,107,2.9,817,3.8
1287,Movie 1287,Horror,Director 119,2007,81,3.7,634,2.0
1288,Movie 1288,Action,Director 313,2019,96,3.4,547,4.6
1289,Movie 1289,Sci-Fi,Director 264,2013,138,2.7,595,2.2
1290,Movie 1290,Comedy,Director 207,2011,131,2.5,309,2.5
1291,Movie 1291,Action,Director 95,1994,83,2.5,436,1.4
1292,Movie 1292,Comedy,Director 373,2023,156,3.4,182,4.6
1293,Movie 1293,Thriller,Director 222,1996,161,3.6,588,2.1
1294,Movie 1294,Romance,Director 366,2012,82,2.8,616,2.0
1295,Movie 1295,Drama,Director 276,1995,116,4.9,744,4.7
1296,Movie 1296,Sci-Fi,Director 380,2008,176,1.3,815,4.2
1297,Movie 1297,Romance,Director 231,1988,103,2.4,43,1.6
1298,Movie 1298,Action,Director 309,2012,151,2.7,404,4.1
1299,Movie 1299,Thriller,Director 119,2008,114,1.1,929,4.7
1300,Movie 1300,Thriller,Director 268,1992,81,2.5,605,1.3
1301,Movie 1301,Thriller,Director 433,2000,112,2.1,656,4.3
1302,Movie 1302,Action,Director 273,2000,155,3.0,766,3.2
1303,Movie 1303,Action,Director 64,1984,165,2.3,590,3.7
1304,Movie 1304,Action,Director 298,1989,156,3.9,263,3.0
1305,Movie 1305,Action,Director 350,1985,89,3.0,70,3.8
1306,Movie 1306,Thriller,Director 413,1992,160,1.5,661,1.1
1307,Movie 1307,Thriller,Director 403,1980,141,4.0,292,4.1
1308,Movie 1308,Comedy,Director 494,1999,122,1.4,214,1.1
1309,Movie 1309,Romance,Director 11,1987,148,4.4,872,2.8
1310,Movie 1310,Sci-Fi,Director 98,1989,138,4.7,822,1.6
1311,Movie 1311,Drama,Director 434,1988,88,2.3,147,4.3
1312,Movie 1312,Thriller,Director 71,2020,156,4.7,25,2.3
1313,Movie 1313,Drama,Director 364,1982,139,4.2,323,2.8
1314,Movie 1314,Romance,Director 58,1990,142,4.7,996,2.7
1315,Movie 1315,Romance,Director 290,1991,131,3.7,109,4.1
1316,Movie 1316,Drama,Director 251,1989,102,1.9,693,2.9
1317,Movie 1317,Thriller,Director 276,2004,109,4.6,251,4.2
1318,Movie 1318,Drama,Director 50,2004,122,1.7,482,1.3
1319,Movie 1319,Comedy,Director 358,1990,147,1.9,715,1.8
1320,Movie 1320,Horror,Director 216,2015,100,2.1,816,3.2
1321,Movie 1321,Thriller,Director 394,2018,122,2.2,682,4.8
1322,Movie 1322,Thriller,Director 416,2005,152,3.1,175,1.3
1323,Movie 1323,Sci-Fi,Director 52,1993,86,3.9,347,1.2
1324,Movie 1324,Action,Director 271,2018,95,4.7,170,1.6
1325,Movie 1325,Horror,Director 485,2019,102,1.4,2,3.6
1326,Movie 1326,Romance,Director 84,1980,137,4.8,646,2.6
1327,Movie 1327,Thriller,Director 387,1983,166,4.7,639,4.3
1328,Movie 1328,Drama,Director 293,2009,110,1.2,558,1.3
1329,Movie 1329,Horror,Director 126,1991,148,2.4,706,1.8
1330,Movie 1330,Sci-Fi,Director 296,2014,85,4.3,362,2.2
1331,Movie 1331,Romance,Director 72,1992,144,3.4,721,3.5
1332,Movie 1332,Action,Director 296,2010,138,4.1,296,3.7
1333,Movie 1333,Action,Director 236,2017,107,3.9,570,1.5
1334,Movie 1334,Sci-Fi,Director 56,2022,97,3.0,590,4.8
1335,Movie 1335,Sci-Fi,Director 407,2002,167,1.2,202,2.4
1336,Movie 1336,Drama,Director 360,1983,156,3.3,289,3.9
1337,Movie 1337,Thriller,Director 395,1995,176,1.2,62,3.1
1338,Movie 1338,Action,Director 110,1986,89,3.4,502,1.9
1339,Movie 1339,Romance,Director 192,2001,86,4.2,780,4.4
1340,Movie 1340,Horror,Director 392,2008,116,3.3,126,4.3
1341,Movie 1341,Romance,Director 93,1990,175,5.0,992,2.6
1342,Movie 1342,Comedy,Director 350,2012,124,2.8,49,3.4
1343,Movie 1343,Comedy,Director 56,2008,165,4.0,600,2.0
1344,Movie 1344,Sci-Fi,Director 60,2018,95,3.7,846,3.8
1345,Movie 1345,Drama,Director 138,1991,167,5.0,773,2.2
1346,Movie 1346,Comedy,Director 39,1986,93,3.9,179,4.4
1347,Movie 1347,Action,Director 28,2018,90,1.7,581,1.9
1348,Movie 1348,Romance,Director 49,2021,162,4.8,879,1.1
1349,Movie 1349,Romance,Director 420,2005,166,3.7,928,2.1
1350,Movie 1350,Sci-Fi,Director 125,2019,113,1.2,493,1.8
1351,Movie 1351,Thriller,Director 13,1988,139,3.6,433,3.0
1352,Movie 1352,Thriller,Director 480,2020,92,4.5,993,1.8
1353,Movie 1353,Horror,Director 36,2013,118,3.3,572,4.1
1354,Movie 1354,Sci-Fi,Director 101,2024,123,2.4,302,2.0
1355,Movie 1355,Horror,Director 282,1992,107,4.3,964,3.8
1356,Movie 1356,Thriller,Director 86,2015,119,4.1,761,3.3
1357,Movie 1357,Sci-Fi,Director 4,2004,95,3.2,990,4.9
1358,Movie 1358,Sci-Fi,Director 223,2003,129,1.6,169,5.0
1359,Movie 1359,Sci-Fi,Director 338,2023,107,2.0,977,4.5
1360,Movie 1360,Thriller,Director 448,1996,147,4.0,963,4.0
1361,Movie 1361,Horror,Director 166,1981,171,4.2,269,2.5
1362,Movie 1362,Horror,Director 383,1992,139,2.1,364,4.0
1363,Movie 1363,Sci-Fi,Director 344,2010,91,2.5,624,4.8
1364,Movie 1364,Comedy,Director 383,2008,95,1.3,100,1.1
1365,Movie 1365,Drama,Director 376,2007,132,3.9,914,3.2
1366,Movie 1366,Thriller,Director 471,2006,133,1.0,215,1.9
1367,Movie 1367,Drama,Director 278,1994,128,1.2,995,3.2
1368,Movie 1368,Drama,Director 130,2010,115,1.0,625,2.9
1369,Movie 1369,Horror,Director 31,2019,141,3.6,97,3.3
1370,Movie 1370,Horror,Director 375,1994,163,2.7,819,3.2
1371,Movie 1371,Comedy,Director 11,2012,105,2.2,630,4.8
1372,Movie 1372,Drama,Director 476,1999,135,4.7,548,3.2
1373,Movie 1373,Drama,Director 302,2021,169,1.8,337,4.4
1374,Movie 1374,Sci-Fi,Director 96,1991,101,2.6,359,2.3
1375,Movie 1375,Horror,Director 190,2016,152,4.8,290,2.8
1376,Movie 1376,Drama,Director 453,1988,148,2.7,396,2.9
1377,Movie 1377,Romance,Director 192,2002,160,3.2,901,2.1
1378,Movie 1378,Comedy,Director 486,1987,128,1.3,816,2.5
1379,Movie 1379,Romance,Director 266,2011,177,4.2,360,3.4
1380,Movie 1380,Romance,Director 424,1993,81,2.7,347,3.3
1381,Movie 1381,Thriller,Director 128,2006,132,4.2,124,3.5
1382,Movie 1382,Thriller,Director 238,2004,86,2.0,552,2.4
1383,Movie 1383,Comedy,Director 408,1992,179,2.7,653,2.3
1384,Movie 1384,Romance,Director 355,2000,156,4.1,538,3.4
1385,Movie 1385,Drama,Director 428,2024,99,4.9,654,1.5
1386,Movie 1386,Horror,Director 112,2010,173,1.2,864,2.0
1387,Movie 1387,Comedy,Director 316,2016,109,4.2,907,1.2
1388,Movie 1388,Sci-Fi,Director 446,2022,154,2.2,422,1.3
1389,Movie 1389,Romance,Director 343,1984,174,3.2,336,2.0
1390,Movie 1390,Comedy,Director 145,1992,146,2.2,503,1.1
1391,Movie 1391,Action,Director 65,2007,138,3.5,57,2.0
1392,Movie 1392,Action,Director 247,2022,145,2.4,662,3.6
1393,Movie 1393,Thriller,Director 223,2004,82,2.3,879,1.2
1394,Movie 1394,Horror,Director 479,2014,135,1.2,912,2.7
1395,Movie 1395,Drama,Director 490,2018,158,1.6,717,4.7
1396,Movie 1396,Horror,Director 313,1986,96,4.7,76,4.2
1397,Movie 1397,Horror,Director 439,2017,131,5.0,466,2.2
1398,Movie 1398,Horror,Director 106,2011,86,4.1,285,4.7
1399,Movie 1399,Horror,Director 181,1982,84,2.1,722,2.3
1400,Movie 1400,Sci-Fi,Director 184,2024,177,2.6,386,1.3
1401,Movie 1401,Sci-Fi,Director 226,2018,176,4.0,950,5.0
1402,Movie 1402,Thriller,Director 265,2016,133,4.9,770,4.5
1403,Movie 1403,Comedy,Director 278,2001,140,2.8,259,2.9
1404,Movie 1404,Action,Director 397,1987,95,4.3,477,3.7
1405,Movie 1405,Horror,Director 89,1996,146,4.9,696,3.7
1406,Movie 1406,Thriller,Director 176,2006,138,4.5,840,1.8
1407,Movie 1407,Comedy,Director 18,2012,126,1.9,11,1.8
1408,Movie 1408,Action,Director 371,1996,127,1.0,972,2.9
1409,Movie 1409,Romance,Director 460,2021,143,3.0,672,4.6
1410,Movie 1410,Drama,Director 424,1991,129,3.1,260,1.0
1411,Movie 1411,Sci-Fi,Director 401,2006,164,1.8,393,4.1
1412,Movie 1412,Romance,Director 399,1987,120,2.1,600,1.2
1413,Movie 1413,Action,Director 106,2002,151,4.1,369,2.9
1414,Movie 1414,Romance,Director 271,2021,101,2.9,184,3.6
1415,Movie 1415,Drama,Director 463,2008,133,2.3,16,3.7
1416,Movie 1416,Thriller,Director 319,1999,84,3.5,977,1.2
1417,Movie 1417,Action,Director 167,1995,96,3.6,756,2.7
1418,Movie 1418,Romance,Director 13,1996,157,4.1,506,3.3
1419,Movie 1419,Sci-Fi,Director 337,1995,120,1.6,86,1.3
1420,Movie 1420,Sci-Fi,Director 32,1998,171,4.0,711,1.5
1421,Movie 1421,Comedy,Director 393,1987,174,3.4,10,3.7
1422,Movie 1422,Romance,Director 40,2017,160,1.2,477,3.1
1423,Movie 1423,Horror,Director 148,2017,114,4.1,164,1.6
1424,Movie 1424,Romance,Director 218,2008,119,2.5,24,3.1
1425,Movie 1425,Thriller,Director 219,2020,101,2.3,576,4.7
1426,Movie 1426,Action,Director 469,2015,127,2.8,312,1.1
1427,Movie 1427,Action,Director 82,2005,132,2.4,238,3.6
1428,Movie 1428,Thriller,Director 333,2010,172,2.4,462,1.3
1429,Movie 1429,Romance,Director 208,2023,89,4.2,462,1.0
1430,Movie 1430,Thriller,Director 201,1991,97,1.5,857,1.6
1431,Movie 1431,Drama,Director 447,1996,178,4.9,238,2.7
1432,Movie 1432,Thriller,Director 332,1994,159,3.2,22,4.2
1433,Movie 1433,Sci-Fi,Director 428,1988,128,1.7,180,2.1
1434,Movie 1434,Thriller,Director 38,2018,150,1.5,818,3.5
1435,Movie 1435,Action,Director 211,2021,109,3.4,559,2.6
1436,Movie 1436,Sci-Fi,Director 444,1991,98,3.5,791,1.9
1437,Movie 1437,Action,Director 327,2011,134,1.2,736,3.1
1438,Movie 1438,Comedy,Director 249,2004,139,2.0,730,4.2
1439,Movie 1439,Horror,Director 227,2018,166,4.2,499,4.3
1440,Movie 1440,Action,Director 48,1997,151,1.2,475,4.4
1441,Movie 1441,Sci-Fi,Director 18,1994,160,4.4,749,2.4
1442,Movie 1442,Comedy,Director 400,2011,100,3.6,716,4.2
1443,Movie 1443,Action,Director 439,1985,105,2.7,339,1.8
1444,Movie 1444,Drama,Director 295,2023,107,2.4,531,4.0
1445,Movie 1445,Thriller,Director 196,2022,118,1.1,692,4.8
1446,Movie 1446,Horror,Director 187,2014,112,4.3,162,1.1
1447,Movie 1447,Action,Director 345,2013,119,1.6,992,2.8
1448,Movie 1448,Comedy,Director 224,2017,162,2.2,797,3.6
1449,Movie 1449,Drama,Director 318,1984,108,3.3,61,3.8
1450,Movie 1450,Romance,Director 488,1997,99,2.0,85,1.7
1451,Movie 1451,Comedy,Director 397,1995,99,3.0,547,4.9
1452,Movie 1452,Thriller,Director 365,1987,153,4.2,490,3.5
1453,Movie 1453,Comedy,Director 337,2004,91,2.9,5,1.7
1454,Movie 1454,Drama,Director 497,2011,176,4.8,76,1.1
1455,Movie 1455,Comedy,Director 229,2005,104,4.4,253,4.1
1456,Movie 1456,Drama,Director 390,2001,104,2.3,7,1.3
1457,Movie 1457,Action,Director 467,2010,83,2.6,681,1.6
1458,Movie 1458,Drama,Director 77,2022,83,2.7,642,3.3
1459,Movie 1459,Drama,Director 188,1989,88,3.5,473,3.4
1460,Movie 1460,Horror,Director 346,1991,94,2.1,138,3.7
1461,Movie 1461,Drama,Director 270,2007,105,4.9,358,2.6
1462,Movie 1462,Drama,Director 95,1985,158,3.4,812,4.1
1463,Movie 1463,Romance,Director 310,1999,169,2.6,838,4.9
1464,Movie 1464,Action,Director 132,1984,171,3.6,603,2.1
1465,Movie 1465,Thriller,Director 39,2002,150,2.6,163,3.8
1466,Movie 1466,Horror,Director 72,1988,111,4.3,318,4.7
1467,Movie 1467,Romance,Director 281,2008,155,3.3,458,3.7
1468,Movie 1468,Sci-Fi,Director 333,1995,178,1.2,253,3.7
1469,Movie 1469,Action,Director 160,2001,131,1.7,201,1.9
1470,Movie 1470,Action,Director 187,1987,111,4.5,532,3.1
1471,Movie 1471,Sci-Fi,Director 486,1999,88,3.3,741,3.3
1472,Movie 1472,Thriller,Director 191,1993,157,4.8,675,3.8
1473,Movie 1473,Drama,Director 422,2018,92,1.3,165,5.0
1474,Movie 1474,Romance,Director 120,2016,135,2.2,232,1.1
1475,Movie 1475,Comedy,Director 220,2013,123,1.8,328,1.3
1476,Movie 1476,Horror,Director 53,1990,176,3.2,238,1.3
1477,Movie 1477,Comedy,Director 222,2019,175,2.5,120,4.0
1478,Movie 1478,Sci-Fi,Director 451,2012,162,1.6,950,1.5
1479,Movie 1479,Action,Director 412,2010,109,3.6,863,3.5
1480,Movie 1480,Thriller,Director 131,2023,95,3.1,895,2.3
1481,Movie 1481,Action,Director 237,2013,91,2.1,881,2.8
1482,Movie 1482,Horror,Director 246,1986,153,2.9,619,1.9
1483,Movie 1483,Action,Director 226,2002,145,4.0,250,4.5
1484,Movie 1484,Action,Director 208,1986,97,1.8,336,3.3
1485,Movie 1485,Horror,Director 406,2004,92,2.2,284,4.8
1486,Movie 1486,Romance,Director 96,1982,172,2.4,198,3.3
1487,Movie 1487,Romance,Director 422,2017,103,4.0,416,1.5
1488,Movie 1488,Horror,Director 200,1999,91,4.4,732,1.7
1489,Movie 1489,Thriller,Director 247,2013,139,2.5,395,5.0
1490,Movie 1490,Sci-Fi,Director 72,2023,139,2.2,938,3.9
1491,Movie 1491,Action,Director 318,2023,172,4.6,151,1.2
1492,Movie 1492,Thriller,Director 185,2009,165,5.0,798,3.8
1493,Movie 1493,Action,Director 6,1996,179,3.7,265,2.6
1494,Movie 1494,Sci-Fi,Director 206,1989,80,5.0,220,2.2
1495,Movie 1495,Romance,Director 32,2014,122,3.6,216,1.6
1496,Movie 1496,Thriller,Director 99,1999,134,3.9,315,4.4
1497,Movie 1497,Drama,Director 394,1997,119,2.6,668,1.3
1498,Movie 1498,Drama,Director 387,2024,143,2.7,216,2.2
1499,Movie 1499,Drama,Director 256,2023,113,1.6,335,2.2
1500,Movie 1500,Romance,Director 187,2006,113,4.3,359,1.6
1501,Movie 1501,Romance,Director 76,2015,127,4.7,626,3.0
1502,Movie 1502,Sci-Fi,Director 177,2002,112,3.5,161,1.0
1503,Movie 1503,Action,Director 315,2011,147,2.4,815,2.2
1504,Movie 1504,Sci-Fi,Director 287,1989,109,1.6,610,4.7
1505,Movie 1505,Sci-Fi,Director 349,1990,163,2.1,511,2.2
1506,Movie 1506,Romance,Director 255,2017,169,2.0,918,2.4
1507,Movie 1507,Drama,Director 325,1985,158,3.5,157,2.9
1508,Movie 1508,Comedy,Director 190,2020,150,4.8,162,3.2
1509,Movie 1509,Action,Director 308,2013,150,1.2,42,4.2
1510,Movie 1510,Romance,Director 345,2015,108,1.0,180,1.8
1511,Movie 1511,Drama,Director 127,2016,102,3.4,303,4.5
1512,Movie 1512,Thriller,Director 425,1996,113,2.1,330,4.0
1513,Movie 1513,Comedy,Director 287,2019,163,4.5,563,3.9
1514,Movie 1514,Comedy,Director 254,2019,94,2.3,764,1.3
1515,Movie 1515,Romance,Director 213,1991,176,2.2,429,1.1
1516,Movie 1516,Horror,Director 250,2000,132,2.1,350,3.4
1517,Movie 1517,Action,Director 84,2019,96,1.6,120,4.5
1518,Movie 1518,Comedy,Director 487,1998,143,3.3,75,3.3
1519,Movie 1519,Romance,Director 383,1982,163,1.7,674,1.9
1520,Movie 1520,Romance,Director 406,1997,140,2.7,661,1.4
1521,Movie 1521,Drama,Director 388,1998,136,2.8,123,3.8
1522,Movie 1522,Thriller,Director 13,1985,156,1.1,653,3.9
1523,Movie 1523,Horror,Director 45,1995,167,1.1,182,1.7
1524,Movie 1524,Action,Director 127,1987,116,3.1,921,1.1
1525,Movie 1525,Sci-Fi,Director 426,1997,86,3.8,890,2.6
1526,Movie 1526,Thriller,Director 114,2022,87,4.8,789,3.3
1527,Movie 1527,Thriller,Director 433,2018,166,1.7,257,3.8
1528,Movie 1528,Drama,Director 276,1991,157,1.4,954,4.2
1529,Movie 1529,Comedy,Director 205,2024,147,1.2,837,3.4
1530,Movie 1530,Comedy,Director 337,1989,100,2.7,757,1.4
1531,Movie 1531,Drama,Director 438,1986,140,3.5,598,3.7
1532,Movie 1532,Romance,Director 420,1980,153,4.4,583,4.9
1533,Movie 1533,Comedy,Director 481,2015,165,3.7,269,4.6
1534,Movie 1534,Horror,Director 385,2000,173,1.8,493,4.5
1535,Movie 1535,Action,Director 399,2016,173,2.8,180,2.2
1536,Movie 1536,Thriller,Director 461,2003,159,4.6,791,4.0
1537,Movie 1537,Thriller,Director 273,2004,154,2.3,149,4.4
1538,Movie 1538,Horror,Director 408,1986,165,3.0,518,3.7
1539,Movie 1539,Comedy,Director 58,2021,108,4.8,148,2.0
1540,Movie 1540,Thriller,Director 328,1996,104,3.9,844,4.8
1541,Movie 1541,Sci-Fi,Director 498,2008,137,4.0,680,2.8
1542,Movie 1542,Action,Director 219,2009,93,2.0,9,1.5
1543,Movie 1543,Action,Director 109,1986,157,2.7,178,1.4
1544,Movie 1544,Thriller,Director 279,2012,145,1.3,796,3.6
1545,Movie 1545,Drama,Director 174,1986,133,3.4,395,2.8
1546,Movie 1546,Thriller,Director 328,2003,156,1.4,628,1.4
1547,Movie 1547,Drama,Director 264,1990,146,4.3,608,4.0
1548,Movie 1548,Thriller,Director 315,1988,109,4.3,331,4.2
1549,Movie 1549,Sci-Fi,Director 474,1991,97,3.1,856,3.9
1550,Movie 1550,Romance,Director 111,2014,133,1.6,56,1.8
1551,Movie 1551,Action,Director 187,1983,179,1.1,207,3.8
1552,Movie 1552,Thriller,Director 269,2015,100,4.2,105,1.0
1553,Movie 1553,Sci-Fi,Director 423,2007,132,3.4,547,2.2
1554,Movie 1554,Drama,Director 229,1992,162,3.8,721,2.6
1555,Movie 1555,Drama,Director 497,2002,95,2.2,793,4.3
1556,Movie 1556,Action,Director 156,1998,107,3.0,881,2.6
1557,Movie 1557,Horror,Director 473,2021,83,4.0,355,1.0
1558,Movie 1558,Thriller,Director 189,2016,134,2.9,659,2.4
1559,Movie 1559,Comedy,Director 272,2018,94,3.4,489,3.0
1560,Movie 1560,Drama,Director 375,2003,143,4.2,799,4.8
1561,Movie 1561,Romance,Director 2,1995,144,1.9,593,4.8
1562,Movie 1562,Romance,Director 246,2012,95,1.3,503,1.7
1563,Movie 1563,Drama,Director 210,1991,99,3.1,50,1.7
1564,Movie 1564,Horror,Director 401,2013,143,1.2,87,1.7
1565,Movie 1565,Horror,Director 286,1986,112,4.1,703,4.2
1566,Movie 1566,Sci-Fi,Director 359,1990,160,3.9,303,1.0
1567,Movie 1567,Romance,Director 13,2010,148,4.5,1,1.5
1568,Movie 1568,Sci-Fi,Director 96,2008,148,3.6,381,3.2
1569,Movie 1569,Romance,Director 498,1992,137,1.3,954,2.0
1570,Movie 1570,Thriller,Director 221,2010,118,2.0,650,1.4
1571,Movie 1571,Thriller,Director 238,1981,156,4.2,648,2.4
1572,Movie 1572,Comedy,Director 94,2018,115,1.7,362,2.1
1573,Movie 1573,Thriller,Director 338,1994,173,3.8,381,3.0
1574,Movie 1574,Comedy,Director 269,1990,147,4.1,666,4.9
1575,Movie 1575,Thriller,Director 171,2013,166,2.3,162,1.5
1576,Movie 1576,Action,Director 469,2018,100,2.3,19,2.5
1577,Movie 1577,Thriller,Director 94,1983,142,3.2,974,4.7
1578,Movie 1578,Sci-Fi,Director 149,1990,164,4.4,840,4.5
1579,Movie 1579,Drama,Director 112,2008,85,1.9,243,2.6
1580,Movie 1580,Sci-Fi,Director 55,1981,103,4.8,129,3.8
1581,Movie 1581,Drama,Director 337,1995,132,3.4,176,1.4
1582,Movie 1582,Horror,Director 424,2018,174,5.0,409,3.9
1583,Movie 1583,Sci-Fi,Director 467,1992,162,1.4,792,4.9
1584,Movie 1584,Horror,Director 116,2016,155,1.5,943,3.1
1585,Movie 1585,Comedy,Director 143,1996,157,4.3,84,3.0
1586,Movie 1586,Comedy,Director 201,2000,129,4.5,376,1.7
1587,Movie 1587,Action,Director 180,2023,91,2.8,222,3.5
1588,Movie 1588,Thriller,Director 202,1998,135,3.9,325,3.4
1589,Movie 1589,Sci-Fi,Director 364,1986,94,4.5,451,3.6
1590,Movie 1590,Horror,Director 479,2017,162,1.2,416,1.1
1591,Movie 1591,Drama,Director 53,1987,171,3.3,657,3.2
1592,Movie 1592,Comedy,Director 471,1992,119,4.4,445,3.4
1593,Movie 1593,Thriller,Director 384,2016,120,2.6,618,1.8
1594,Movie 1594,Comedy,Director 180,1981,148,2.2,325,1.8
1595,Movie 1595,Drama,Director 414,2020,148,4.2,523,2.1
1596,Movie 1596,Thriller,Director 417,1990,85,2.3,166,3.8
1597,Movie 1597,Thriller,Director 313,2003,166,1.0,708,3.4
1598,Movie 1598,Horror,Director 308,1985,146,4.8,743,4.4
1599,Movie 1599,Horror,Director 137,2005,112,3.4,659,2.2
1600,Movie 1600,Sci-Fi,Director 182,1986,122,4.3,871,4.6
1601,Movie 1601,Sci-Fi,Director 367,2018,100,4.3,238,4.0
1602,Movie 1602,Romance,Director 1,1998,163,1.3,983,2.6
1603,Movie 1603,Romance,Director 44,1985,144,1.7,913,1.4
1604,Movie 1604,Action,Director 227,2022,96,2.2,13,2.0
1605,Movie 1605,Comedy,Director 331,2008,172,2.3,731,4.8
1606,Movie 1606,Sci-Fi,Director 98,2022,87,3.6,257,2.2
1607,Movie 1607,Horror,Director 208,2018,143,3.5,514,2.3
1608,Movie 1608,Drama,Director 265,1981,169,3.0,210,1.8
1609,Movie 1609,Horror,Director 288,1998,107,1.8,484,4.2
1610,Movie 1610,Comedy,Director 271,1983,177,2.5,365,2.1
1611,Movie 1611,Romance,Director 140,1985,169,3.2,225,2.3
1612,Movie 1612,Horror,Director 481,2016,92,2.9,996,2.7
1613,Movie 1613,Action,Director 237,2007,92,1.5,194,2.7
1614,Movie 1614,Comedy,Director 462,2009,117,3.6,196,2.6
1615,Movie 1615,Romance,Director 441,1986,104,1.3,400,3.0
1616,Movie 1616,Drama,Director 392,1988,141,2.5,772,4.3
1617,Movie 1617,Romance,Director 72,2004,102,3.8,57,4.3
1618,Movie 1618,Thriller,Director 155,2012,165,1.1,969,4.2
1619,Movie 1619,Action,Director 190,1980,100,3.3,625,1.4
1620,Movie 1620,Comedy,Director 268,1985,133,2.3,213,4.2
1621,Movie 1621,Drama,Director 321,1997,142,1.0,279,1.5
1622,Movie 1622,Action,Director 107,1989,109,1.8,756,1.5
1623,Movie 1623,Romance,Director 232,2007,154,4.8,380,4.8
1624,Movie 1624,Action,Director 42,1990,147,3.1,117,4.3
1625,Movie 1625,Comedy,Director 190,2012,176,5.0,898,3.2
1626,Movie 1626,Sci-Fi,Director 371,1980,155,3.1,451,4.5
1627,Movie 1627,Action,Director 139,1992,152,3.2,599,5.0
1628,Movie 1628,Thriller,Director 103,2016,111,2.6,410,3.4
1629,Movie 1629,Action,Director 171,1999,154,2.2,893,3.5
1630,Movie 1630,Romance,Director 351,1980,103,2.0,367,4.0
1631,Movie 1631,Romance,Director 273,1982,86,2.4,775,1.9
1632,Movie 1632,Drama,Director 481,1997,151,2.8,996,1.7
1633,Movie 1633,Romance,Director 416,2020,176,1.8,812,4.0
1634,Movie 1634,Horror,Director 221,1993,168,1.9,929,2.4
1635,Movie 1635,Comedy,Director 213,2010,80,2.1,113,1.5
1636,Movie 1636,Comedy,Director 341,2006,82,2.8,960,2.3
1637,Movie 1637,Sci-Fi,Director 424,1996,107,3.6,164,2.4
1638,Movie 1638,Sci-Fi,Director 407,2008,122,4.4,4,4.9
1639,Movie 1639,Comedy,Director 56,2015,176,2.1,630,3.8
1640,Movie 1640,Thriller,Director 390,2016,125,1.7,23,3.1
1641,Movie 1641,Sci-Fi,Director 342,2005,80,2.5,921,4.9
1642,Movie 1642,Drama,Director 434,1996,117,4.6,745,4.6
1643,Movie 1643,Romance,Director 102,2001,170,1.0,602,3.0
1644,Movie 1644,Comedy,Director 421,2004,114,3.7,988,4.6
1645,Movie 1645,Sci-Fi,Director 493,1981,153,2.9,767,2.6
1646,Movie 1646,Comedy,Director 192,2001,155,1.6,92,1.9
1647,Movie 1647,Horror,Director 499,1984,153,2.3,469,1.9
1648,Movie 1648,Action,Director 310,1983,133,1.9,970,3.6
1649,Movie 1649,Romance,Director 200,2015,177,4.5,155,3.0
1650,Movie 1650,Comedy,Director 233,1985,103,2.9,819,3.6
1651,Movie 1651,Action,Director 433,2000,107,3.3,627,3.7
1652,Movie 1652,Sci-Fi,Director 227,1992,101,3.4,207,1.1
1653,Movie 1653,Action,Director 371,2016,95,3.6,81,1.2
1654,Movie 1654,Romance,Director 139,2004,92,3.0,615,3.1
1655,Movie 1655,Comedy,Director 344,2005,179,1.1,483,1.8
1656,Movie 1656,Horror,Director 305,2018,179,2.3,965,3.5
1657,Movie 1657,Thriller,Director 149,1999,141,1.7,592,3.2
1658,Movie 1658,Sci-Fi,Director 115,2012,122,3.7,407,3.3
1659,Movie 1659,Comedy,Director 450,1993,166,1.2,103,2.2
1660,Movie 1660,Romance,Director 63,2015,157,3.3,240,3.6
1661,Movie 1661,Sci-Fi,Director 104,1996,111,1.8,265,4.3
1662,Movie 1662,Drama,Director 339,2000,146,4.8,33,5.0
1663,Movie 1663,Action,Director 359,1995,170,2.3,35,4.4
1664,Movie 1664,Thriller,Director 156,1995,162,2.3,249,3.2
